indicator_1,indicator_2,indicator_3,indicator_4,indicator_5,indicator_6,indicator_7,indicator_8,indicator_9,indicator_10,indicator_11,indicator_12,indicator_13,indicator_14,indicator_15,indicator_16,indicator_17,indicator_18,indicator_19,indicator_20,indicator_21,indicator_22,indicator_23,indicator_24,indicator_25,indicator_26,indicator_27,indicator_28,indicator_29,indicator_30,indicator_31,indicator_32,indicator_33,indicator_34,indicator_35,indicator_36,indicator_37,indicator_38,indicator_39,indicator_40,indicator_41,indicator_42,indicator_43,indicator_44,indicator_45,indicator_46,indicator_47,indicator_48,indicator_49,indicator_50,timestamp,symbol,target
2.31240712593439,-0.5823674235957134,-0.6787650778998603,0.8490209508174078,-2.0642878657728274,-1.236320778734894,0.466563946079302,-0.5961095622110982,0.8006959339437392,0.8012043763686114,-0.8656141885069344,-1.5342372384337484,-1.2922263960746376,0.22317581078115797,-0.7428145630580315,0.044634603777316456,0.6407862750766804,-1.152009504667827,-0.6863964870576535,2.0391647234689225,-0.632066733736889,-0.6595442628854479,-3.0511971098133417,1.4563357267517947,-1.1047239138946572,1.0692736487302081,0.7014741324966273,-0.17537106430403798,-2.0050267864149935,-0.5334003917088008,-1.9001086501249123,1.1905127808961635,-0.4161581601502075,0.29032342464764027,0.8959503225029296,-0.7105258583155711,0.45196272642979535,0.8763323433830005,-0.9979215985045253,0.09862075173298228,1.9466104907945898,1.6368101980763363,-0.6831552011994826,1.319264481607599,-0.8084112652722645,-1.5229867031111504,-0.31347346135182375,-0.16344127117153368,-0.04721660119807498,-1.5857115614508581,2020-01-01,BTC,0.5016793315159374
2.0422580188690476,0.3092260169759693,-1.2284120658191746,0.04778305678031677,0.5013855033227501,-0.8879582167950225,0.5363042923602749,-0.6515770657201506,-0.3116915523009678,0.15419028905687746,0.28673095115878455,0.3764035366327353,0.5355311310741466,2.522448150201523,-2.973734174517728,0.45477264296836883,-0.37853337723519853,0.26104296346247174,0.5794103942500297,-0.8138915118128129,1.1855640911012915,1.5218608104080833,-0.8576564907468838,-1.4336549727465142,1.4168407968704138,-0.8221724317224012,2.098197579725071,-0.9780484085035321,-0.7576279173919226,-0.22673549118747166,-0.9352405685089915,1.9573936093143163,2.7036854953901495,1.3036595613167214,1.4766902492318972,1.0283228373268463,0.3841558239364236,-1.6469766408917088,-0.2866137053940793,0.6310390482952976,-0.8324077053677704,-0.9757622549909103,-0.014793198073387803,-0.7364927385433113,-0.6706015872804765,-1.3412901512344741,1.5246896861657622,0.007366202374093597,0.37161839120392154,0.29631713354340494,2020-01-02,BTC,0.1108946394998093
-1.3823722112775862,0.28777942916056615,-1.6941110748277366,0.9875408593027764,-1.8202350717026101,-0.7758758958109969,0.054471241921239755,0.47968187075020674,0.2371409060178475,0.2268727021319284,-0.10763523462727773,0.9378793659553226,1.4641707824677286,-1.0492733278222461,-0.0546718867809369,-0.7368160964839389,0.2576260654219125,-0.16862079875302388,-0.08134229522589673,0.12274143118462263,-0.6545048863322261,-0.3069577174247236,-3.8673452127918164,0.22751836610634119,-1.100573389833173,0.5921895385531704,2.1374031561257385,-0.5036607723461873,0.328527279420286,0.0796141228430733,0.7749772248536461,1.3557114609389633,2.3339390145249927,0.5860531353174764,-0.4812286421046047,0.06067133519670733,-2.218375720181552,0.44865230768525144,-0.151188431102138,-1.071165175276079,1.5722802979891164,0.2462202669312832,-0.7124885427880374,0.4473087237265103,1.6643910588652686,-1.8535680126936904,1.6045769878592706,-0.5239080312218825,-0.37203598256878795,0.15180219698991676,2020-01-03,BTC,0.37646544713546504
3.8777540731323175,0.5500286971597235,2.0324773497773125,-0.3508925429087341,-0.7109870175140038,-1.5503454155606204,0.7605615401323672,0.6219722462592814,-0.7166024411954967,0.6689953421838502,0.6936869641721244,-1.817577296429673,0.3632558164982793,-1.0778942297718066,-1.472173620361193,0.10115328382696645,-0.5783598907960135,0.006577312825370023,2.8272713027419765,3.249902148764849,1.2169163407322579,1.1963406775002317,-0.166402443800008,-0.19726378952006685,1.9730747101303645,1.9445161327812805,1.4136571219145622,0.612825981375729,1.6485367577149894,0.9439482416412354,-0.7598389024977398,-0.2981145246990913,-1.4553764345417366,1.3157528072239841,-0.7941309003447489,-0.23705675450459207,2.3976892892518173,-0.25682959396781246,-3.038198606269649,-0.6448949518825255,-1.0146039015170012,0.0050150169619594225,1.1251782625913453,-0.7477715565289412,-0.448099247152077,0.6008091144687355,-0.17884420780058072,-0.898046651171971,0.8271085220606983,-0.8112601934941535,2020-01-04,BTC,1.0639916752998417
-0.9889081541975311,-1.0031875539183817,1.5347522985658026,0.5611731962317301,5.289120473482818,-2.7286267471022314,0.4962072044670826,0.8192633828036844,1.9465084144438844,-1.4252243254116244,0.21996305822410914,-0.14989817556087046,-0.4501446941713681,0.03577838972750193,0.4996116950812334,-0.46061531726710314,1.341224412214099,0.4188857540760634,-0.014053821855849422,0.6653928029959816,0.019294836795867926,-0.40541263759890184,-2.4602583261085864,-0.758861408532024,-0.850569756680914,1.755128173146573,1.5285929681025958,-0.27040680831430025,1.013213813565711,-0.2394822932900425,0.6335105082574491,-1.3311168876558754,2.8822536669000396,1.293806136882484,-1.4115279075057379,-0.3182751802802482,-0.07829187452915828,2.3147521069229615,-1.9576521836325196,0.5951031349292862,1.0501623387145758,0.8511404486753934,-1.197183860366307,2.320048936683109,-2.666771241635426,-1.3874448460472524,-0.3640759471338259,0.043809752810031646,-0.7018683316666916,-0.0528178550012238,2020-01-05,BTC,-2.378316115259733
0.3237845465754311,0.8003103650359831,0.5208979093541546,-0.5783420016327601,0.24013338981339,0.22300963511519162,0.4474251465188095,0.4117975583559962,1.475471394403942,-1.2666798418584937,-0.09201483311622216,1.1754579062463917,-1.2121056035310445,-1.5306965221969469,0.6119758343861103,0.28882833536073843,-0.2427127265769295,-0.8015267015109153,-0.9775311820580971,-1.2655698834226259,-1.0448477418966735,-0.5071805103628548,0.7698447631341112,-1.7274470743313202,-1.5459036734782179,1.9538943963045041,-4.1563067266312315,-0.28453081629287835,-0.29679221218561347,-1.2725556843563743,-1.2572782379752077,1.3072763364740225,-0.6159318644287051,0.6477115698791329,-0.8860650229060112,-2.0523384344505917,-0.6990076436485221,1.4119744293280831,-2.071159501900383,0.8619142637566449,-2.7575373452711536,2.9646671784090928,-0.5770657270548561,0.3702468576776845,0.9023932973119065,-0.47910139273420305,-0.8362165676998045,1.0530654701852915,0.7124749987574138,-0.6811636707351272,2020-01-06,BTC,-0.9326589726954608
1.807973471143422,-0.8236226828380141,-0.10888456629038865,-0.6806720694807155,-0.13373049968540385,1.3346855831216553,-1.9352077642025505,1.0938836006350952,-0.5349366439231749,-0.09794674140405504,0.5414102138874846,1.7747856945830665,3.5420330038941423,-2.612097483263499,0.636995480717032,-0.32575241242036246,0.6820332283193218,-1.004759721085439,0.3869251289067941,2.5455431937792232,1.7309390019205941,-0.7281133474303283,1.7847313156540547,0.08695645088446809,0.9293979310785103,0.4619929676297584,1.418428308933917,2.094465010348865,-0.6403918710059838,-0.1614794324857788,0.5140479971830263,0.6207794169809873,-4.312705939633053,-2.9009608984627984,2.4962574320979702,0.7069041168590683,-0.6383915934741928,-0.10703924270711061,-0.22988774269356968,-0.49586913885695977,-1.8791900342214132,3.7581755631981557,-0.20991439133972697,1.7812154307983228,-1.1348214167765704,-1.4229008701047363,-0.1297887237956725,-1.0488497010650577,-0.12800773227897808,-0.761289467394997,2020-01-07,BTC,0.1255035120746384
-0.36522448606800273,-0.23278989411196996,-0.1811896688232272,0.8656617253596506,-0.7161536407745225,-1.0440888480936878,-1.1530651534110596,0.45623396502121716,2.211008337386312,-0.0927612551686902,-0.028735634571823505,-0.6201102919047676,-1.0333997685221277,-2.7600271214967607,1.5740117103148261,0.34805572589352546,-1.0080511438449196,1.097190060892988,-0.7776283138905664,0.13493412036254984,0.345715192011534,0.1275985539853736,0.9219682226258816,1.0377405992569932,0.37953466317262063,0.27382573819312156,-0.9103555180640345,-0.061794080199710846,1.2071336129758687,0.600718195646016,-3.1659491354222076,-0.8382033871824931,-1.2804882603821088,0.17676639937793429,-1.0472223209058669,0.17910676837893988,0.228795979026503,-1.1218160373591899,2.357806035748325,-0.06578918830034271,0.5516129378027071,-1.3548203294695174,-0.6117565555462164,0.18346406918269179,0.7009226040553296,-1.1842908977139595,-1.5727037602198373,-0.45918802670170616,-0.4118632941512683,0.359118350877581,2020-01-08,BTC,0.00922885589105546
3.5704033029509636,0.03431225242137675,-2.329962961257917,-0.6114637758634489,0.2808984212608106,2.206641062276513,1.6367484910264103,-0.4260147721936877,0.36282162424798053,-0.8909367601624988,-0.28642283988538136,-0.4356078953800179,0.18224515015868206,2.285641435730925,0.7138818613255605,-1.34163335109659,0.48172686009062243,0.5066078887103086,0.5626089859071113,-0.02818476380552293,-0.2801753928631692,-0.48804210071138193,1.5003816306366564,-0.5172460430891093,-2.0621908687288397,-0.21780237658208873,1.1342089329718665,0.36835325852836026,-3.9719655898049857,1.3259407014549105,-1.8736660629713937,-1.1407634302252758,3.7422438322145983,0.7153376743928667,1.6387871565725316,0.023625709035845505,2.8628774779565944,-1.1011801387366278,1.4615346088844052,0.26616913987938373,1.5591099121922245,-2.3749035292874474,-1.1359372302371926,-0.694619681116941,1.8510032516150736,-1.0535437948542414,0.45649513766282956,-0.018366058364697943,-0.6813981657616062,0.5404373904050793,2020-01-09,BTC,0.3191349733818647
-0.21778056502306234,-0.05813597769662987,0.4552559473855094,0.5084849390538603,2.0949564970710166,-0.8583432354481926,1.1160587885988438,0.4463361790491604,0.944403391365755,-0.21791216018223297,0.30078052175040804,-0.15684114154811235,-2.084339261537163,2.6371370857656022,-2.4670343574238633,-0.4612703118967357,0.09750479946210362,-0.15033799971300155,-0.11077007277751218,0.8759189639061634,0.3242616459781486,-1.4298853331071328,-0.14670018820926625,-2.894347622383977,2.268165317329458,-0.424410380731125,0.03633511671402959,-0.7571211503576418,1.553295650528394,0.4090607801244585,1.5894063096753015,0.8352590044014412,1.3349723573071672,-3.076730618308576,-0.0941269874854782,-0.3373987237357337,0.3868951593594732,1.1190004892441752,-0.768690640318864,-0.01518030726794799,1.57321479445993,0.1115700111668852,0.7448435089582149,-1.38973080165816,3.9470485651328278,0.13791728877133028,1.6411652883526047,0.03674676384218219,-0.03311479486227991,1.0283738933825004,2020-01-10,BTC,-0.3545277388595828
